朗霍华德晒《韩索罗外传》片场照 暗示发生在科舍尔球星 1977版中曾被提及,时光网,2017-09-24 09:19:20 	,"导演暗示，片场照中的场景可能发生在科舍尔（Kessel）星球，1977年版《星球大战》有被提及过。
片场照　　时光网讯 目前，《星球大战韩·索罗外传》正在热拍当中，导演朗·霍华德又在自己的推特及INS上分享了3张片场照，此前，他还晒过自己在片场的自拍照。　　在这3张照片中，我们能看到《星球大战韩·索罗外传》的拍摄场景，“废土风”扑面而来，片场烟雾缭绕，导演还留言道：“拍摄一个关于银河系中绝望又危险岁月的场景。”另外一张类似于矿井内部的照片中，导演写着“Spicey?”，暗示着这个场景可能发生在科舍尔（Kessel）星球，而这个星球在1977年版《星球大战》中，就由C-3PO提到过，当时他表示帝国军会把他和R2-D2送去“科舍尔的香料矿场”去。　　《星球大战韩·索罗外传》由劳伦斯·卡斯丹和乔恩·卡斯丹执笔，将讲述韩索罗年轻时期的冒险故事，而与其亦敌亦友的Lando正式这个故事的关键人物之一。　　在经历了换导风波之后，接替菲尔·罗德和克里斯托弗·米勒的老将朗·霍华德在社交媒体与影迷们的频繁互动，也暗示着影片拍摄已完全回归了正轨。并且将按照原定计划于2018年5月25日在美国上映。   编辑：春光乍现"
"""死侍""联手""神盾局长""也没斗过凯撒 ""猩球3""内地超6亿 《看不见的客人》将破亿",时光网,2017-09-24 09:32:46 	,"“死侍”和“神盾局长”联手都无法撼动《猩球崛起3》的票房霸主地位，扛住了《王牌保镖》冲击的《猩球崛起3》上映9天总票房已突破6亿大关。
《猩球崛起3》能否再进一步刷新系列最高内地票房？（本文来自影视生活第一站 时光网） 　　时光网讯 根据MtimePro票房数据，9月23日内地影市单日大盘以1.398亿元收官，比周五大涨96.13%。本周缺少强势新片上映，上映中的新老电影将在接下来这一周继续缠斗，为拥挤的国庆档期捂热市场。　　福斯出品的特效大片《猩球崛起3》进入上映第二周扛住了新片的威胁，连续九天蝉联内地票房单日冠军，总票房也于昨天冲破6亿元，预计将在下周超越前作在内地制造的7.1亿票房成绩。　　这周新片里要数《王牌保镖》人气最高，这部“死侍”瑞安·雷诺兹与“神盾局长”塞缪尔·杰克逊合体作战打嘴炮的喜剧动作在上映的第二天再收3355万，累计票房突破6千万元。　　《蜘蛛侠：英雄归来》进入上映第三周依然稳扎稳打，周六再收1653万票房，累计票房达到7.38亿。继续刷新该系列的内地最佳战绩。　　《看不见的客人》在上映第二周票房回暖，对此影片本身的品质也是功不可没。周六这部西语悬疑片再收1640万，表现仅次于《蜘蛛侠》。本周末过后，该片票房即将突破1亿元。（更专业的影视媒体，更全面的票务周边服务，尽在时光网）"
罗伯特·帕丁森登《Wonderland》封面 早已跟暮光男说再见 这样的五方你没见过,时光网,2017-09-24 10:29:59 	,"罗伯特·帕丁森登《Wonderland》封面，放飞自我，没有偶像包袱的五方更帅了。
 　　时光网讯 近日,罗伯特·帕丁森登《Wonderland》封面,完全放飞自我,彻底告别“暮光男”的标签。  　　近几年,Made in 暮光系列的罗伯特·帕丁森和克里斯汀·斯图尔特都完美转型,纷纷得到了众多大导的青睐,罗伯特·帕丁森更是一头扎进了艺术片的海洋,他今年的作品《好时光》可以算作他演员生涯的第一个真正意义上的代表作,本片一经在戛纳电影首映,影帝呼声一片。  　　数数他近些年合作过的导演,大卫·柯南伯格、沃纳·赫尔佐格、詹姆士·格雷、安东·寇班,以及接下来与奥利维耶·阿萨亚斯、克莱尔·丹尼斯、詹姆斯·马什、乔安娜·霍格的合作,曾经那个吸血鬼爱德华早已成为了过去。   编辑：春光乍现"
"首届编剧嘉年华开幕 ""战狼2""获奖 ""不请编剧""的原阿里高管徐远翔 正面PK编剧",时光网,2017-09-24 10:42:32 	,"2017首届编剧嘉年华开幕, 《战狼2》和《绣春刀2》获得“年度关注电影编剧”荣誉。曾因为""不请编剧""言论出名的原阿里影业高管徐远翔，解释自己当年的言论实属过度解读，并正面PK编剧宋方金。
        时光网讯 2017首届编剧嘉年华编剧行业大会于9月23日在京举办。在当天的活动上，编剧帮创始人杜红军、编剧文隽、余飞、董润年、史健全、何冀平、袁子弹、秦雯、导演李杨、路阳、潘安子、制片人方励、白一骢等百余位业内大咖汇聚一堂。万达影视总经理蒋德富，制片人方励当晚贡献出精彩演讲，曾因“不请编剧”闻名的原阿里影业副总裁徐远翔，与著名编剧宋方金现场PK，两人就“IP是否已经走下神坛”的话题展开热烈讨论。当晚，编剧嘉年华“年度行业关注单元”还对《战狼2》、《绣春刀Ⅱ：修罗战场》等影视作品进行了表彰。方励：收到了八百个剧本但都不合格鼓励年轻编剧走出小圈子 拥抱生活       在本届编剧嘉年华重磅环节的编剧行业大会上，万达影视总经理蒋德富、劳雷影业总裁方励先后发表主题演讲。蒋德富在《固守本土市场，讲好中国故事》演讲中分享了自己20余年的从业经验，期待编剧们不断创作出好故事，也希望能与编剧合作，一起创作更多经典作品。蒋德富指出：除了进口片的冲击，电影内容质量下滑、原创能力弱也都或多或少的影响着票房。2017上半年国产电影数量为181部，进口电影41部，但平均单片产出前者是0.48亿，后者是3亿，打造华语电影的核心竞争力才能真正地捍卫本土市场。       劳累影业总裁、制片人方励以《编剧，我想对你说》为题，在现场结合自己对电影创作的感受，分析了目前电影行业的制作现状和生态环境。方励直言自己最近两年收到了近八百个剧本，但都不合格，“因为我们大量的年轻编剧没有生活，讲的都是我高中这点事、我初中这点事、我家里这点事。可是今天的观众每个人手里都有一个智能手机，还有什么故事是他们没想到的？”方励希望编剧能丰富自己的生活内容，打开想象力，“一定要走出自己的圈子，拥抱整个世界。”       资深媒体人李星文在现场发布了《2017年度影视观察》报告。李星文指出，9月初在北京召开了全国电视剧工作座谈会，这是过去五年以来层级最高的电视剧工作会议，也是行业的一次阶段性的定调。其中点到了《三生三世十里桃花》，认为有些剧情不符合主流的道德标准，“比如说爷爷的未婚妻最后配给了孙子，比如说叔叔的原定的未婚妻最后是跟侄子结了婚，这些东西是不符合主流道德观。换句话说，你纵然是已经四海八荒了，但还是得在社会主义核心价值观的统领之下。”“不请编剧”的原阿里高管徐远翔 正面PK编剧宋方金：“大IP+小鲜肉是影视界最大的骗局”      几年前，原阿里影业副总裁徐远翔一番“不请编剧”的公开言论，得罪了不少编剧同仁。早在半个月前，编剧宋方金发话“IP推手今何在，敢否来战九二三”，不久便收到徐远翔的应战。      此次徐远翔来到大会现场，便是正面应战宋方金。他首先解释了当年的言论，称自己原意并非如此，许多开玩笑的表述被过度解读。他坦言当时提出的“屌丝购票心理学”说法欠妥，“比较严谨一些的说法应该叫大众购票心理学，如果你渴望高票房、给投资人带来利益回报，你就必须研究大众的购票心理行为，去为大众而不是小众拍电影。”      徐远翔还梳理了原创与IP的“恩怨”，阐述了编剧的独特性和IP的转化能力，强调“原创不能衰，IP不会死”，他认为当下最热门的电影《战狼2》已经确立了超强的IP属性，拍摄续集存在逻辑上的合理性，首先它自造了一个超级IP，而且编剧水平一流，我记得我看完电影的第一时间我就向编剧之一的刘毅老师表示了诚挚的敬意。面对过往和编剧的“恩恩怨怨”，徐远翔还特别强调，“这些纯属我的个人观点，如果把这个帽子扣在阿里影业的头上，我觉得不公平，请放过阿里影业，向我开炮！”      在编剧脱口秀环节中，宋方金表示非常支持这种观点交锋，他在题为《一剑可当百万师》的脱口秀中总结近几年的IP现象，在他看来“大IP+小鲜肉是中国影视界最大的骗局”，“从今年开始，大IP最后都死无葬身之地，但是都还要请真水军造一块假数据的墓碑宣布自己肮脏的胜利，他们管这个叫口碑营销，实际上叫墓碑营销。”“编剧行业关注单元”颁奖活动《战狼2》《绣春刀2》获业内表彰      当晚，编剧嘉年华还举行了编剧行业关注单元颁奖活动，其中，“年度关注电影编剧”荣誉由陈舒、路阳、禹扬（《绣春刀Ⅱ：修罗战场》）和吴京、董群、刘毅（《战狼2》）夺得。电视剧方面，常江和秦雯则分别凭借《大军师司马懿之军师联盟》和《我的前半生》）荣获“年度关注电视剧编剧”。      年度关注网剧编剧则由白一骢、汤佳羽、袁源、陆寒凝（《鬼吹灯之精绝古城》）、刘成龙、杨宏伟（《河神》）、周涌、许芃芃、韩鹏（《春风十里不如你》）、徐子沅（《无心法师Ⅱ》）摘得。此外，著名编剧余飞获颁“年度编剧行业贡献”，66号巨匠剧本研究所被评为“年度关注编剧团队”。附全部荣誉名单： 年度关注电影编剧：陈舒、路阳、禹扬（《绣春刀Ⅱ：修罗战场》）吴京、董群、刘毅（《战狼2》） 年度关注电视剧编剧：常江（《大军师司马懿之军师联盟》）秦雯（《我的前半生》） 年度关注网剧编剧：白一骢、汤佳羽、袁源、陆寒凝（《鬼吹灯之精绝古城》）刘成龙、杨宏伟（《河神》）周涌、许芃芃、韩鹏（《春风十里不如你》）徐子沅（《无心法师Ⅱ》） 年度编剧行业贡献：余飞年度关注编剧团队：66号巨匠剧本研究所年度关注视频新媒体：四味毒叔年度行业关注编剧服务平台：编剧帮   编辑：隐饮"
"""王牌特工2""北美周五登顶票房超前作 ""小丑回魂""居亚势头不减 ""乐高忍者""首日第三",时光网,2017-09-24 11:56:57 	,"《王牌特工2》首个周五报收1532万美元票房不但轻松登顶，还赶超了前一集《王牌特工：特工学院》的1043万美元首日票房成绩。
（本文来自影视生活第一站 时光网）《王牌特工2：黄金圈》登顶周五北美票房      时光网讯 《王牌特工2：黄金圈》北美周五首映日劲收1532万美元票房登顶周五票房冠军。《小丑回魂》以908万美元票房退居次席，同样在周五最新开花的《乐高幻影忍者大电影》则以580万美元位列第三。      虽然《王牌特工2：黄金圈》从20日开始陆续在许多国家和地区公映后的烂番茄和meta评分一路下滑，但这并没有影响到影片22日在北美上映首日的票房成绩。首个周五报收1532万美元票房不但轻松登顶，还赶超了前一集《王牌特工：特工学院》的1043万美元首日票房成绩。不出意外，该片预计将以4000万美元登顶周末票房冠军。      双周票房冠军《小丑回魂》势头依然强劲，周五以908万美元票房守住了亚军位置。该片北美累计票房已经达到2.45亿美元，全球累计票房已突破4亿大关。      而最新上映的动画电影《乐高幻影忍者大电影》则以580万美元排名第三，这一成绩与首部《乐高大电影》周五开画的1700万美元票房和今年上映的《乐高蝙蝠侠大电影》首日的1400万美元票房相差甚远。该片预计首周末票房将达到2000万美元。      《美国刺客》和《再次回家》分别以533万美元和106万美元排在周五票房榜的第四和第五位。前者上映两周累计票房2178万美元，后者上映三周累计票房2010万美元。预计两部影片在周末票房榜上的位置将维持不变。北美周五票房top5（更专业的影视媒体，更全面的票务周边服务，尽在时光网）"
《王牌特工2》影评：更快、更野、更浪 间谍片的全新打开方式 北美主流媒体不买账,时光网,2017-09-24 13:02:28 	,"《王牌特工2：黄金圈》展现了马修·沃恩对于间谍片类型上的更大野心，本片在形式上，动作上，奇观呈现上比第一部有着不小的升级。
　　时光网特稿 2015年的时候，改编自马克·米勒与戴夫·吉布森漫画的《王牌特工：特工学院》，已经首映就在流行文化领域占据了一席之地。在全球斩获了票房2.8亿美元，其中北美票房1.2亿美元，国内票房7500万美元。（以下含轻微剧透！请谨慎阅读）《王牌特工2：黄金圈》海报　　导演马修·沃恩曾经是盖·里奇的制片人，两人曾经合作过《两杆大烟枪》、《偷拐抢骗》、《浩劫妙冤家》。本片在造型上依旧出彩，对于间谍片做出了颠覆性的创作，拓展了这种类型片领域的更多可能，并且让一个游离与政府监管之外的英国秘密情报机关可以让世界免受来自恐怖袭击、政治暗杀的威胁。塔伦·埃格顿演绎一位本处于社会边缘，被招入成为特工成就人生巅峰的普通青年，这也让本片接了地气，“不管你是不是一条咸鱼，都可以翻身”的设定更给本片带来了一些更为冒险紧张的氛围。《王牌特工2：黄金圈》在本周登陆北美，同样的配方，更为精致的味道相信会让第一部的粉丝们满意。　　在《王牌特工2：黄金圈》中，塔伦·埃格顿已经成为了一名合格的“王牌特工”，开始和梅林（马克·斯特朗饰演）这位组织中的精英搭档刷任务。影片开始就不给观众喘息的机会，搭配着Prince的经典歌曲《Let’s Go Crazy》，被王牌特工组织扫地出门的前特工查理（爱德华·霍尔克罗夫特饰演）袭击了艾格西。艾格西成功逃脱，并且赶上了自己女友瑞典公主Tilde（汉娜·奥斯特罗姆饰演）的生日派对。但是在逃脱过程中，艾格西遗落下了查理被砍下的电子手，上面有着所有现役特工们的地址。　　查理为之效力的女人，Poppy Adams（朱丽安·摩尔饰演）要用它去一次性消灭所有的王牌特工。Poppy是操控着全球毒品交易的大boss,但实际上她却一直隐居，所以她计划了一个天衣无缝的计划来获得她渴望的名气。《王牌特工2：黄金圈》剧照　　由于王牌特工遭受了毁灭打击，艾格西与梅林发现了一个线索，二人前往美国肯塔基州。在那里，他们发现了一个美国间谍组织“the Statesman”，这个组织由香槟（杰夫·布里吉斯饰演）领导，包括成员龙舌兰（查宁·塔图姆饰演）、威士忌（佩德罗·帕斯卡饰演），以及技术顾问姜汁（哈莉·贝瑞饰演）。他们还发现了the Statesman搭救了艾格西的导师哈里·哈特（科林·费斯饰演），他在第一部的时候被一颗子弹射中了眼睛。不幸的是，哈里竟然失忆了。　　纵观电影史，续集电影总会被诟病“换汤不换药”，前一集的成功，会让影片背后的工作继续创作续集，近些年的续集套路就是玩前传，通过第一部的留白里架构更多的人物，并且搭建一个更大的世界观。很多回这样的续集都是东一榔头西一棒子，达到安全牌，甚至还要为第三部留出空间，真的出色的续集并不是很多。　　《王牌特工2：黄金圈》展现出了搭建一个系列电影的野心，为以后的续集搭出一个更大的框架，做出更多的设定。导演马修·沃恩设法去维持这些续集的全新元素与第一部带出的人物关系和冲突之间的平衡。让哈里复活是续集电影中惯常套路，但是马修·沃恩与编剧的合作是相当成功的，让这个开放式的故事更加吸引人。导演马修·沃恩　　马修·沃恩有花式炫技的能力，并且懂得维持持续惊喜的价值。这些本能可以从对塔伦·埃格顿的刻画上看出，他被Poppy绑票提供了本片最奇葩也最成功的段子， 以及很多的反转与再反转。　　演员们的表演全部在线，埃格顿身上有一种魅力，而科林·费斯对慢慢把记忆找回时情绪变化的把我也十分精彩。与此同时，摩尔大婶子借助于Poppy这个角色，完成了她在银幕上不多见的反派角色，她就是一个的《远离天堂》与《来自俄亥俄的获奖者》中上世纪50年代郊区家庭妇女的有着反社会情结的精神错乱版。　　《王牌特工2：黄金圈》里面不仅有着各种新奇脑洞的玩意，还有浮夸的动作编排。这部影片是一个快节奏的，并且是纯粹发生在电影世界中，完全不同于像伯恩系列的实写风格，或者007电影。那些想要看走写实路线的观众可能不会喜欢这部电影，但是那些喜欢上一部王牌特工的人，相信会喜欢这部续集的。美国的主流媒体对这部电影都给出了评价：造型浮夸，不节制的快节奏以及让人耳膜出血的音效，过分依赖CGI，与现实世界没什么联系。　　　　　　　　　　　　　　　　　　　　　　　　　　—综艺这就是吸了笑气的詹姆斯·邦德。那些讨厌第一部的人，会更加讨厌加倍讨厌这一部，但真正的粉丝会喜欢续集对于暴力，性以及政治上的比前作加重三倍的处理。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　—滚石太慢了，太忙叨人了，太长了 。　　　　　　　　　　　　　　　—底特律新闻"
LadyGaga大银幕首秀调档2018年夏 布莱德利库珀自导自演 同名电影曾三登银幕,时光网,2017-09-24 15:29:22 	,"Lady Gaga主演的电影《一个明星的诞生》调档至2018年5月18日，有望入围戛纳电影节。
  《一个明星的诞生》剧照　　时光网讯 好莱坞影星布莱德利·库珀将的导演处女作《一个明星的诞生》原档期2018年9月28日调档至2018年5月18日，布莱德利·库珀在担任男主角的同时还将担任该片的导演，Lady Gaga首次担当电影女主角，并且片中的音乐也将由她一手包办。　　《一个明星的诞生》档至2018年5月18日，当时上映还有西尔维恩·怀特执导的《《瘦人》莱卡工作室的一部未定名动画片，这两个竞争对手的目标受众也与《一个明星的诞生》全不一样。而明年的戛纳电影节将于5月20日开幕，艺术总监蒂埃里·福茂会不会邀请Lady Gaga走红毯也是个未知数。　　今年已经有两位好莱坞影星推出了自己的导演处女作，格蕾塔·葛韦格执导，西尔莎·罗南的《伯德小姐》在特赖柳德电影节做全球首映，口碑大爆；奥斯卡影后布丽·拉尔森的导演处女作《《独角兽商店》多伦多电影节全球首映，可惜口碑扑街。布莱德利·库珀的导演水平如何，就让我们拭目以待吧。　　《一个明星的诞生》述的是一个过气的明星帮助一个有着明星梦的年轻女孩实现梦想的故事，曾被三次搬上大银幕，分别是1937年珍妮·盖诺与弗雷德里克·马奇版、1954年朱迪·加兰与詹姆斯·梅森版以及1976年芭芭拉·史翠珊与克里斯·克里斯托佛森版。前两部作品的男女主角均因此片获得过奥斯卡提名，芭芭拉·史翠珊则凭借影片中的歌曲获得奥斯卡最佳原创音乐。"
"""亚洲第一美女""克拉拉加盟包贝尔新片 百变女神可御姐可萌妹 新片将展""呆萌""演技",时光网,2017-09-24 17:26:44 	,"凭借天使面孔魔鬼身材获选外媒“亚洲第一美女”称号的克拉拉，无论御姐还是萌妹，各种风格都驾驭的来，也让人不仅期待她新戏中的扮相。
      时光网讯 继在2016年参演喜剧片《情圣》和动作片《使徒行者》之后，风情万种的英国籍韩裔女星克拉拉再度加盟华语电影，将在包贝尔的导演处女作《胖子行动队》中出演女主角。      继《情圣》中的美艳动人和《使徒行者》中的狠辣打女形象之后，克拉拉又将以怎样的全新形象示人呢？从以往曝光的克拉拉的各种街拍、写真中不难看出，这位因韩国网络美女照片竞赛第一名出道、凭借天使面孔魔鬼身材获选外媒“亚洲第一美女”称号的百变女神，无论御姐还是萌妹，各种风格都驾驭的来，也让人不仅期待她新戏中的扮相。      1985年1月15日出生的克拉拉出道时以本名李成敏演出许多戏剧，2012年演出《拜托了，机长》时开始使用艺名Clara（克拉拉）。      她的父亲李胜奎、叔叔李永奎、姑姑李爱淑是“高丽亚那”组合成员，1988年汉城奥运会开幕式主题曲《手拉手》便是这个组合演唱的。1988年汉城奥运会开幕式高丽亚那组合在演唱高丽亚那组合克拉拉小时候和父母在一起克拉拉长大后和父母在一起克拉拉在《使徒行者》中饰演打女克拉拉《情圣》剧照      《胖子行动队》是一部喜剧动作电影，讲述由文章和包贝尔饰演的两个胖子阴错阳差组成了特别行动队，介入一起贩毒案件中的爆笑故事。据悉除了克拉拉之外，辣目样子将饰演另一位女主角，前者将扮“呆萌”，后者扮“美艳”。该片目前已经定档2018年国庆节。   编辑：ruo"
成龙刘涛合体助阵《英伦对决》首映 成龙放话“再打20年”吴京拄拐仗现身红毯,时光网,2017-09-24 20:09:09 	,"导演马丁·坎贝尔与成龙、刘涛齐助阵《英伦对决》首映礼，众星隔空送祝福，成龙放话“再打20年”。成龙吐槽当下的小鲜肉拍戏太“娇生惯养”，吴京拄拐杖现身《英伦对决》红毯。
（本文来自影视生活第一站 时光网）        时光网讯 9月24日，电影《英伦对决》在北京举办首映发布会，主演成龙、刘涛、导演马丁·坎贝尔以及片中重要角色扮演者迈克尔·麦克埃尔哈顿悉数亮相，嘻哈歌手欧阳靖惊喜现身，现场演唱推广曲《零》。当被问起”何时退休”的话题，成龙霸气回应说：“顺其自然，现在还可以再打10年20年。”在当晚的红毯上，吴京、刘烨、李易峰、廖凡、王凯、张蓝心等多位明星到场支持，吴京还拄着拐杖来为成龙站台。↓点击观看首映现场视频↓  成龙：《英伦对决》文戏挑战大哭都是真流泪 完全没用眼药水        这场发布会以媒体观影作为开端，全场观众一起观看了《英伦对决》的正片。对于这部新作，成龙直言，“《英伦对决》是一部很一样的成龙电影，倾注了我很多的情感，讲了一个有点严肃和悲情的故事，同时也非常感人。”提起自己这些年的作品，成龙直言“以前来讲我的每部电影差不多，比如《A计划》、《警察故事》等等，观众看不腻我都腻了，最近几年我一直都在尝试不同的风格，从《天将雄狮》、《功夫瑜伽》再到《英伦对决》，这就是我一直想改变的。”        导演马丁·坎贝尔称赞成龙说，“他既能够演出很幽默的角色，又可以很好地驾驭片中关玉明这种悲情人物，什么角色都难不倒他，这是他最厉害的地方”。回忆起片场的拍摄趣事，成龙透露说，“这个角色的文戏很多，也非常难演。有一场和警官对话的戏，我是真的流泪了，那个眼泪绝对不是眼药水，而且片中大部分的戏都是全英文的台词，需要我认真背好台词，还要理解那个情绪。”成龙带着点玩笑的语气说：“我觉得这次我演技还不错的。”刘涛成龙合体助阵《英伦对决》首映礼众星隔空送祝福 成龙放话“再打20年”        最近一直在外地录节目的刘涛，此次特意赶回来参加发布会。刘涛在片中饰演成龙的知己，据她透露，“刚开始选演员的时候差点没选上我，他们说我看着太年轻了。后来我问导演，你看起来要多大岁数的？导演说要看起来四十岁左右的，重要的是有一种历经磨难的气质。后来化完特效妆，我感觉还不错。”成龙也表示导演马丁·坎贝尔拍戏十分认真，“他在现场经常骂人...让大家安静，别出声。从拍戏的那天我就没有开心过，他把现场的气氛非常凝重。”成龙笑称，“我演哭戏能真的流泪，其实我是哭自己好可怜啊。”        成龙在圈内的号召力众所周知，此次他的新片上映，包括黄晓明、刘烨、徐峥、李易峰、杨幂、彭于晏等多位明星，特意为他录制了视频力挺《英伦对决》。同时，发布会现场还播放了众明星向成龙提问的视频。比如徐峥提问成龙，何时两人能拍一部“双男主”的电影？成龙笑称，“我很早就跟徐峥见过面，打算拍这样的一部电影，随时开拍都跟我说，有消息的话应该问他才对。”        彭于晏提问说，“拍过这么多部电影，成龙大哥你不觉得累吗？”成龙直言，“累并快乐着，以前想过退休，但现在又不想了，我觉得就顺其自然地退下去，现在还可以再打10年20年，我的胳膊腿都还能打，而且现在拍打戏真的安全很多了。”李易峰提问说，“如果能再有机会重拍过去3部电影，会怎样选择？”成龙表示，“想重拍《奇迹》、《醉拳2》还有《飞鹰计划》，如果有今天的技术，《飞鹰计划》会拍得更好，当时灯光师都要吊威亚，真的很危险。”成龙吐槽小鲜肉“娇生惯养”吴京拄拐杖现身《英伦对决》红毯        有媒体记者提问成龙，他怎样看待现在小鲜肉拍打戏叫苦连天的现状？成龙回忆当初奋斗的辛酸历史，听得人十分感慨：“小鲜肉都没怎么吃过苦，我们当时拍打戏被打了都不能哭，哭了也不能流眼泪，拍到脚都肿了，都不敢说，明天不出工就没得赚啊，现在的新一代演员，就比较娇生惯养，要拍电影了他们都不能被打，经纪人还有请一大堆保镖保护他们，搞成一个很混乱的局面。”       成龙直言：“有时候拍戏他们还迟到，因为有经纪人在旁边说，你别出来，等成龙出来你才出来。陈道明跟我说过，只要有人迟到，我马上走，其实你要是有信心，什么时候出来都行。我看见了太多的例子，我们怪演员之外，应该跟所有的经纪人和助理开会，观众不知道是经纪人干的，经纪人把你明星榨干了，就换下一个人！”        在当晚的红毯仪式上，吴京、刘烨、李易峰、廖凡、王凯、张蓝心等多位明星到场支持。吴京拄着拐杖来为成龙站台，他调侃说，“我这是进修理厂，修理一下身体的零件”。王凯则仗义表示要包场支持成龙和刘涛的新片。据悉，电影《英伦对决》将于9月30日在内地上映。作者：张梦依   编辑：隐饮"
《西游记女儿国》“取经天团”造型曝光 郭富城冯绍峰小沈阳罗仲谦被“纤纤玉手”撩拨,时光网,2017-09-24 20:34:23 	,"《西游记女儿国》发布角色海报，“悟空”郭富城 、“唐僧”冯绍峰 、“八戒”小沈阳 、“沙僧”罗仲谦形象首次曝光。
　　时光网讯  郑保瑞执导的《西游记女儿国》发布“手到情来”版海报，“悟空”郭富城 、“唐僧”冯绍峰 、“八戒”小沈阳 、“沙僧”罗仲谦形象首次曝光。　　电影将于2018年春节档上映，这次“取经天团”重装集结，四师徒被工笔画勾勒的“纤纤玉手”撩拨，还能否坚守西行取经的初心？　　女儿国国王此前已经公布将由赵丽颖饰演，《西游记》中国王与唐僧间的情感纠葛是整部小说中唯一的情难，在原著中有着重要地位。《西游记女儿国》将以3D、IMAX3D版本上映。   编辑：hello王小羊"
冯小刚为《芳华》撤档发文道歉 否认预售不理想及炒作 称自己心情悲壮,时光网,2017-09-25 07:47:25 	,"原定于9月29日上映的《芳华》于昨日凌晨紧急撤档，冯导本人于晚上10点发文对此事作出回应。
       时光网讯 昨日凌晨1点半左右，《芳华》片方突然宣布电影撤档，引起热议。部分网友认为​该举动是因为影片预售成绩不理想，意图避开竞争激烈的国庆档档期；更多的网友则认为《芳华》中涉及近年国产电影较少表现的“对越自卫反击战”，题材内容较为敏感，需要重新进行审查。当然，也有人说这一切都是冯小刚的炒作。       对此，冯小刚昨日晚上10:00在微博发文进行了回应，向已经购买了《芳华》预售票的观众道歉，同时否认了《芳华》撤档是炒作和预售成绩不理想的原因。这样看来，撤档一事就只剩下“内容审查”一项原因。       微博全文如下：       做完今天在上海的路演，《芳华》的路演宣传活动不得不暂告终结了。今天我在上海影城给现场的观众朋友鞠一大躬，同时也感谢一路以来支持《芳华》的观众。       原本今天距离《芳华》公映还有五天，但现在还没有开始，就要和观众朋友们告别了。我必须诚实地告诉大家我的心情是有些悲壮的。       这两天关于《芳华》的消息很多，有人说我们撤档是炒作，是因为预售不理想，对于这些揣测，我想说都是不真实的，这部电影台前幕后的工作人员为这部电影任劳任怨，付出的汗水都是出于对电影纯粹的爱，我们比大家更希望电影能如期上映。       最后我想向已经购买了《芳华》预售票的观众特别道歉，你们是最爱这部电影的人，结果却辜负了你们的期待。我们会通过票务平台处理退票事宜。另外通过我的微博抢到免费电影票的3000位网友，也要请你们代我向你们的父母致歉，等我们另行确定档期之后，会第一时间通知你们和你们的父母，之前抢到的票都还作数。待到春风传佳音，我们再相逢。       再见了，上海。 再见了，芳华。"
